Compound,Primary Cell Line Name,ID,IC50 (uM)
Nutlin-3,RT4,822,7.943282347242816
Nutlin-3,RKO,4027,7.943282347242816
Nutlin-3,huH-1,10094,7.943282347242816
Nutlin-3,NCI-H650,29,7.943282347242816
Nutlin-3,TC-71,8121,7.943282347242816
Nutlin-3,KELLY,11252,7.943282347242816
Nutlin-3,LN-229,10441,7.943282347242816
Nutlin-3,A549,731,7.943282347242816
Nutlin-3,DBTRG-05MG,3205,7.943282347242816
Nutlin-3,MDA-MB-468,6023,7.943282347242816
Nutlin-3,KYSE-410,1329,7.943282347242816
Nutlin-3,HT-144,3955,7.943282347242816
Nutlin-3,SK-HEP-1,9544,7.943282347242816
Nutlin-3,MFE-319,3045,7.943282347242816
Nutlin-3,SW1417,6462,7.943282347242816
Nutlin-3,SK-ES-1,8260,7.943282347242816
Nutlin-3,JHH-7,4813,7.943282347242816
Nutlin-3,HOS,8961,7.943282347242816
Nutlin-3,JHH-6,10508,7.943282347242816
Nutlin-3,NCI-H1915,4326,7.943282347242816
Nutlin-3,QGP-1,7383,7.943282347242816
